Text,President
,Nixon2
"We are embarking here today on an era that presents challenges great as those any nation, or any generation, has ever faced.",Nixon2
,Nixon2
"We shall answer to God, to history, and to our conscience for the way in which we use these years.",Nixon2
,Nixon2
"As I stand in this place, so hallowed by history, I think of others who have stood here before me. I think of the dreams they had for America, and I think of how each recognized that he needed help far beyond himself in order to make those dreams come true.",Nixon2
,Nixon2
"Today, I ask your prayers that in the years ahead I may have God's help in making decisions that are right for America, and I pray for your help so that together we may be worthy of our challenge.",Nixon2
,Nixon2
"Let us pledge together to make these next four years the best four years in America's history, so that on its 200th birthday America will be as young and as vital as when it began, and as bright a beacon of hope for all the world.",Nixon2
,Nixon2
"Let us go forward from here confident in hope, strong in our faith in one another, sustained by our faith in God who created us, and striving always to serve His purpose.",Nixon2
"Senator Dirksen, Mr. Chief Justice, Mr. Vice President, President Johnson, Vice President Humphrey, my fellow Americans--and my fellow citizens of the world community:",Nixon1
,Nixon1
"I ask you to share with me today the majesty of this moment. In the orderly transfer of power, we celebrate the unity that keeps us free.",Nixon1
,Nixon1
"Each moment in history is a fleeting time, precious and unique. But some stand out as moments of beginning, in which courses are set that shape decades or centuries.",Nixon1
,Nixon1
This can be such a moment.,Nixon1
,Nixon1
"Forces now are converging that make possible, for the first time, the hope that many of man's deepest aspirations can at last be realized. The spiraling pace of change allows us to contemplate, within our own lifetime, advances that once would have taken centuries.",Nixon1
,Nixon1
"In throwing wide the horizons of space, we have discovered new horizons on earth.",Nixon1
,Nixon1
"For the first time, because the people of the world want peace, and the leaders of the world are afraid of war, the times are on the side of peace.",Nixon1
,Nixon1
"Eight years from now America will celebrate its 200th anniversary as a nation. Within the lifetime of most people now living, mankind will celebrate that great new year which comes only once in a thousand years--the beginning of the third millennium.",Nixon1
,Nixon1
"What kind of nation we will be, what kind of world we will live in, whether we shape the future in the image of our hopes, is ours to determine by our actions and our choices.",Nixon1
,Nixon1
"The greatest honor history can bestow is the title of peacemaker. This honor now beckons America--the chance to help lead the world at last out of the valley of turmoil, and onto that high ground of peace that man has dreamed of since the dawn of civilization.",Nixon1
,Nixon1
"If we succeed, generations to come will say of us now living that we mastered our moment, that we helped make the world safe for mankind.",Nixon1
,Nixon1
This is our summons to greatness.,Nixon1
,Nixon1
I believe the American people are ready to answer this call.,Nixon1
,Nixon1
The second third of this century has been a time of proud achievement. We have made enormous strides in science and industry and agriculture. We have shared our wealth more broadly than ever. We have learned at last to manage a modern economy to assure its continued growth.,Nixon1
,Nixon1
"We have given freedom new reach, and we have begun to make its promise real for black as well as for white.",Nixon1
,Nixon1
"We see the hope of tomorrow in the youth of today. I know America's youth. I believe in them. We can be proud that they are better educated, more committed, more passionately driven by conscience than any generation in our history.",Nixon1
,Nixon1
"No people has ever been so close to the achievement of a just and abundant society, or so possessed of the will to achieve it. Because our strengths are so great, we can afford to appraise our weaknesses with candor and to approach them with hope.",Nixon1
,Nixon1
"Standing in this same place a third of a century ago, Franklin Delano Roosevelt addressed a Nation ravaged by depression and gripped in fear. He could say in surveying the Nation's troubles: ""They concern, thank God, only material things.""",Nixon1
,Nixon1
Our crisis today is the reverse.,Nixon1
,Nixon1
"We have found ourselves rich in goods, but ragged in spirit; reaching with magnificent precision for the moon, but falling into raucous discord on earth.",Nixon1
,Nixon1
"We are caught in war, wanting peace. We are torn by division, wanting unity. We see around us empty lives, wanting fulfillment. We see tasks that need doing, waiting for hands to do them.",Nixon1
,Nixon1
"To a crisis of the spirit, we need an answer of the spirit.",Nixon1
,Nixon1
"To find that answer, we need only look within ourselves.",Nixon1
,Nixon1
"When we listen to ""the better angels of our nature,"" we find that they celebrate the simple things, the basic things--such as goodness, decency, love, kindness.",Nixon1
,Nixon1
Greatness comes in simple trappings.,Nixon1
,Nixon1
"The simple things are the ones most needed today if we are to surmount what divides us, and cement what unites us.",Nixon1
,Nixon1
To lower our voices would be a simple thing.,Nixon1
,Nixon1
"In these difficult years, America has suffered from a fever of words; from inflated rhetoric that promises more than it can deliver; from angry rhetoric that fans discontents into hatreds; from bombastic rhetoric that postures instead of persuading.",Nixon1
,Nixon1
We cannot learn from one another until we stop shouting at one another--until we speak quietly enough so that our words can be heard as well as our voices.,Nixon1
,Nixon1
"For its part, government will listen. We will strive to listen in new ways--to the voices of quiet anguish, the voices that speak without words, the voices of the heart--to the injured voices, the anxious voices, the voices that have despaired of being heard.",Nixon1
,Nixon1
"Those who have been left out, we will try to bring in.",Nixon1
,Nixon1
"Those left behind, we will help to catch up.",Nixon1
,Nixon1
"For all of our people, we will set as our goal the decent order that makes progress possible and our lives secure.",Nixon1
,Nixon1
"As we reach toward our hopes, our task is to build on what has gone before--not turning away from the old, but turning toward the new.",Nixon1
,Nixon1
"In this past third of a century, government has passed more laws, spent more money, initiated more programs, than in all our previous history.",Nixon1
,Nixon1
"In pursuing our goals of full employment, better housing, excellence in education; in rebuilding our cities and improving our rural areas; in protecting our environment and enhancing the quality of life--in all these and more, we will and must press urgently forward.",Nixon1
,Nixon1
We shall plan now for the day when our wealth can be transferred from the destruction of war abroad to the urgent needs of our people at home.,Nixon1
,Nixon1
The American dream does not come to those who fall asleep.,Nixon1
,Nixon1
But we are approaching the limits of what government alone can do.,Nixon1
,Nixon1
"Our greatest need now is to reach beyond government, and to enlist the legions of the concerned and the committed.",Nixon1
,Nixon1
"What has to be done, has to be done by government and people together or it will not be done at all. The lesson of past agony is that without the people we can do nothing; with the people we can do everything.",Nixon1
,Nixon1
"To match the magnitude of our tasks, we need the energies of our people--enlisted not only in grand enterprises, but more importantly in those small, splendid efforts that make headlines in the neighborhood newspaper instead of the national journal.",Nixon1
,Nixon1
"With these, we can build a great cathedral of the spirit--each of us raising it one stone at a time, as he reaches out to his neighbor, helping, caring, doing.",Nixon1
,Nixon1
"I do not offer a life of uninspiring ease. I do not call for a life of grim sacrifice. I ask you to join in a high adventure--one as rich as humanity itself, and as exciting as the times we live in.",Nixon1
,Nixon1
The essence of freedom is that each of us shares in the shaping of his own destiny.,Nixon1
,Nixon1
"Until he has been part of a cause larger than himself, no man is truly whole.",Nixon1
,Nixon1
The way to fulfillment is in the use of our talents; we achieve nobility in the spirit that inspires that use.,Nixon1
,Nixon1
"As we measure what can be done, we shall promise only what we know we can produce, but as we chart our goals we shall be lifted by our dreams.",Nixon1
,Nixon1
No man can be fully free while his neighbor is not. To go forward at all is to go forward together.,Nixon1
,Nixon1
"This means black and white together, as one nation, not two. The laws have caught up with our conscience. What remains is to give life to what is in the law: to ensure at last that as all are born equal in dignity before God, all are born equal in dignity before man.",Nixon1
,Nixon1
"As we learn to go forward together at home, let us also seek to go forward together with all mankind.",Nixon1
,Nixon1
"Let us take as our goal: where peace is unknown, make it welcome; where peace is fragile, make it strong; where peace is temporary, make it permanent.",Nixon1
,Nixon1
"After a period of confrontation, we are entering an era of negotiation.",Nixon1
,Nixon1
Let all nations know that during this administration our lines of communication will be open.,Nixon1
,Nixon1
"We seek an open world--open to ideas, open to the exchange of goods and people--a world in which no people, great or small, will live in angry isolation.",Nixon1
,Nixon1
"We cannot expect to make everyone our friend, but we can try to make no one our enemy.",Nixon1
,Nixon1
"Those who would be our adversaries, we invite to a peaceful competition--not in conquering territory or extending dominion, but in enriching the life of man.",Nixon1
,Nixon1
"As we explore the reaches of space, let us go to the new worlds together--not as new worlds to be conquered, but as a new adventure to be shared.",Nixon1
,Nixon1
"With those who are willing to join, let us cooperate to reduce the burden of arms, to strengthen the structure of peace, to lift up the poor and the hungry.",Nixon1
,Nixon1
"But to all those who would be tempted by weakness, let us leave no doubt that we will be as strong as we need to be for as long as we need to be.",Nixon1
,Nixon1
"Over the past twenty years, since I first came to this Capital as a freshman Congressman, I have visited most of the nations of the world.",Nixon1
,Nixon1
"I have come to know the leaders of the world, and the great forces, the hatreds, the fears that divide the world.",Nixon1
,Nixon1
I know that peace does not come through wishing for it--that there is no substitute for days and even years of patient and prolonged diplomacy.,Nixon1
,Nixon1
I also know the people of the world.,Nixon1
,Nixon1
"I have seen the hunger of a homeless child, the pain of a man wounded in battle, the grief of a mother who has lost her son. I know these have no ideology, no race.",Nixon1
,Nixon1
I know America. I know the heart of America is good.,Nixon1
,Nixon1
"I speak from my own heart, and the heart of my country, the deep concern we have for those who suffer, and those who sorrow.",Nixon1
,Nixon1
"I have taken an oath today in the presence of God and my countrymen to uphold and defend the Constitution of the United States. To that oath I now add this sacred commitment: I shall consecrate my office, my energies, and all the wisdom I can summon, to the cause of peace among nations.",Nixon1
,Nixon1
Let this message be heard by strong and weak alike:,Nixon1
,Nixon1
"The peace we seek to win is not victory over any other people, but the peace that comes ""with healing in its wings""; with compassion for those who have suffered; with understanding for those who have opposed us; with the opportunity for all the peoples of this earth to choose their own destiny.",Nixon1
,Nixon1
"Only a few short weeks ago, we shared the glory of man's first sight of the world as God sees it, as a single sphere reflecting light in the darkness.",Nixon1
,Nixon1
"As the Apollo astronauts flew over the moon's gray surface on Christmas Eve, they spoke to us of the beauty of earth--and in that voice so clear across the lunar distance, we heard them invoke God's blessing on its goodness.",Nixon1
,Nixon1
"In that moment, their view from the moon moved poet Archibald MacLeish to write:",Nixon1
,Nixon1
"""To see the earth as it truly is, small and blue and beautiful in that eternal silence where it floats, is to see ourselves as riders on the earth together, brothers on that bright loveliness in the eternal cold--brothers who know now they are truly brothers.""",Nixon1
,Nixon1
"In that moment of surpassing technological triumph, men turned their thoughts toward home and humanity--seeing in that far perspective that man's destiny on earth is not divisible; telling us that however far we reach into the cosmos, our destiny lies not in the stars but on Earth itself, in our own hands, in our own hearts.",Nixon1
,Nixon1
"We have endured a long night of the American spirit. But as our eyes catch the dimness of the first rays of dawn, let us not curse the remaining dark. Let us gather the light.",Nixon1
,Nixon1
"Our destiny offers, not the cup of despair, but the chalice of opportunity. So let us seize it, not in fear, but in gladness-- and, ""riders on the earth together,"" let us go forward, firm in our faith, steadfast in our purpose, cautious of the dangers; but sustained by our confidence in the will of God and the promise of man.",Nixon1
"My fellow countrymen, on this occasion, the oath I have taken before you and before God is not mine alone, but ours together. We are one nation and one people. Our fate as a nation and our future as a people rest not upon one citizen, but upon all citizens.",LBJ
,LBJ
This is the majesty and the meaning of this moment.,LBJ
,LBJ
"For every generation, there is a destiny. For some, history decides. For this generation, the choice must be our own.",LBJ
,LBJ
"Even now, a rocket moves toward Mars. It reminds us that the world will not be the same for our children, or even for ourselves m a short span of years. The next man to stand here will look out on a scene different from our own, because ours is a time of change-- rapid and fantastic change bearing the secrets of nature, multiplying the nations, placing in uncertain hands new weapons for mastery and destruction, shaking old values, and uprooting old ways.",LBJ
,LBJ
"Our destiny in the midst of change will rest on the unchanged character of our people, and on their faith.",LBJ
,LBJ
THE AMERICAN COVENANT,LBJ
,LBJ
"They came here--the exile and the stranger, brave but frightened-- to find a place where a man could be his own man. They made a covenant with this land. Conceived in justice, written in liberty, bound in union, it was meant one day to inspire the hopes of all mankind; and it binds us still. If we keep its terms, we shall flourish.",LBJ
,LBJ
JUSTICE AND CHANGE,LBJ
,LBJ
"First, justice was the promise that all who made the journey would share in the fruits of the land.",LBJ
,LBJ
"In a land of great wealth, families must not live in hopeless poverty. In a land rich in harvest, children just must not go hungry. In a land of healing miracles, neighbors must not suffer and die unattended. In a great land of learning and scholars, young people must be taught to read and write.",LBJ
,LBJ
"For the more than 30 years that I have served this Nation, I have believed that this injustice to our people, this waste of our resources, was our real enemy. For 30 years or more, with the resources I have had, I have vigilantly fought against it. I have learned, and I know, that it will not surrender easily.",LBJ
,LBJ
"But change has given us new weapons. Before this generation of Americans is finished, this enemy will not only retreat--it will be conquered.",LBJ
,LBJ
"Justice requires us to remember that when any citizen denies his fellow, saying, ""His color is not mine,"" or ""His beliefs are strange and different,"" in that moment he betrays America, though his forebears created this Nation.",LBJ
,LBJ
LIBERTY AND CHANGE,LBJ
,LBJ
"Liberty was the second article of our covenant. It was self- government. It was our Bill of Rights. But it was more. America would be a place where each man could be proud to be himself: stretching his talents, rejoicing in his work, important in the life of his neighbors and his nation.",LBJ
,LBJ
This has become more difficult in a world where change and growth seem to tower beyond the control and even the judgment of men. We must work to provide the knowledge and the surroundings which can enlarge the possibilities of every citizen.,LBJ
,LBJ
"The American covenant called on us to help show the way for the liberation of man. And that is today our goal. Thus, if as a nation there is much outside our control, as a people no stranger is outside our hope.",LBJ
,LBJ
"Change has brought new meaning to that old mission. We can never again stand aside, prideful in isolation. Terrific dangers and troubles that we once called ""foreign"" now constantly live among us. If American lives must end, and American treasure be spilled, in countries we barely know, that is the price that change has demanded of conviction and of our enduring covenant.",LBJ
,LBJ
"Think of our world as it looks from the rocket that is heading toward Mars. It is like a child's globe, hanging in space, the continents stuck to its side like colored maps. We are all fellow passengers on a dot of earth. And each of us, in the span of time, has really only a moment among our companions.",LBJ
,LBJ
"How incredible it is that in this fragile existence, we should hate and destroy one another. There are possibilities enough for all who will abandon mastery over others to pursue mastery over nature. There is world enough for all to seek their happiness in their own way.",LBJ
,LBJ
Our Nation's course is abundantly clear. We aspire to nothing that belongs to others. We seek no dominion over our fellow man. but man's dominion over tyranny and misery.,LBJ
,LBJ
"But more is required. Men want to be a part of a common enterprise--a cause greater than themselves. Each of us must find a way to advance the purpose of the Nation, thus finding new purpose for ourselves. Without this, we shall become a nation of strangers.",LBJ
,LBJ
UNION AND CHANGE,LBJ
,LBJ
"The third article was union. To those who were small and few against the wilderness, the success of liberty demanded the strength of union. Two centuries of change have made this true again.",LBJ
,LBJ
"No longer need capitalist and worker, farmer and clerk, city and countryside, struggle to divide our bounty. By working shoulder to shoulder, together we can increase the bounty of all. We have discovered that every child who learns, every man who finds work, every sick body that is made whole--like a candle added to an altar--brightens the hope of all the faithful.",LBJ
,LBJ
So let us reject any among us who seek to reopen old wounds and to rekindle old hatreds. They stand in the way of a seeking nation.,LBJ
,LBJ
"Let us now join reason to faith and action to experience, to transform our unity of interest into a unity of purpose. For the hour and the day and the time are here to achieve progress without strife, to achieve change without hatred--not without difference of opinion, but without the deep and abiding divisions which scar the union for generations.",LBJ
,LBJ
THE AMERICAN BELIEF,LBJ
,LBJ
"Under this covenant of justice, liberty, and union we have become a nation--prosperous, great, and mighty. And we have kept our freedom. But we have no promise from God that our greatness will endure. We have been allowed by Him to seek greatness with the sweat of our hands and the strength of our spirit.",LBJ
,LBJ
"I do not believe that the Great Society is the ordered, changeless, and sterile battalion of the ants. It is the excitement of becoming--always becoming, trying, probing, falling, resting, and trying again--but always trying and always gaining.",LBJ
,LBJ
"In each generation, with toil and tears, we have had to earn our heritage again.",LBJ
,LBJ
"If we fail now, we shall have forgotten in abundance what we learned in hardship: that democracy rests on faith, that freedom asks more than it gives, and that the judgment of God is harshest on those who are most favored.",LBJ
,LBJ
"If we succeed, it will not be because of what we have, but it will be because of what we are; not because of what we own, but, rather because of what we believe.",LBJ
,LBJ
"For we are a nation of believers. Underneath the clamor of building and the rush of our day's pursuits, we are believers in justice and liberty and union, and in our own Union. We believe that every man must someday be free. And we believe in ourselves.",LBJ
,LBJ
"Our enemies have always made the same mistake. In my lifetime--in depression and in war--they have awaited our defeat. Each time, from the secret places of the American heart, came forth the faith they could not see or that they could not even imagine. It brought us victory. And it will again.",LBJ
,LBJ
"For this is what America is all about. It is the uncrossed desert and the unclimbed ridge. It is the star that is not reached and the harvest sleeping in the unplowed ground. Is our world gone? We say ""Farewell."" Is a new world coming? We welcome it--and we will bend it to the hopes of man.",LBJ
,LBJ
"To these trusted public servants and to my family and those close friends of mine who have followed me down a long, winding road, and to all the people of this Union and the world, I will repeat today what I said on that sorrowful day in November 1963: ""I will lead and I will do the best I can.""",LBJ
,LBJ
But you must look within your own hearts to the old promises and to the old dream. They will lead you best of all.,LBJ
,LBJ
"For myself, I ask only, in the words of an ancient leader: ""Give me now wisdom and knowledge, that I may go out and come in before this people: for who can judge this thy people, that is so great?""",LBJ
"Vice President Johnson, Mr. Speaker, Mr. Chief Justice, President Eisenhower, Vice President Nixon, President Truman, reverend clergy, fellow citizens, we observe today not a victory of party, but a celebration of freedom--symbolizing an end, as well as a beginning--signifying renewal, as well as change. For I have sworn before you and Almighty God the same solemn oath our forebears prescribed nearly a century and three quarters ago.",JFK
,JFK
"The world is very different now. For man holds in his mortal hands the power to abolish all forms of human poverty and all forms of human life. And yet the same revolutionary beliefs for which our forebears fought are still at issue around the globe--the belief that the rights of man come not from the generosity of the state, but from the hand of God.",JFK
,JFK
"We dare not forget today that we are the heirs of that first revolution. Let the word go forth from this time and place, to friend and foe alike, that the torch has been passed to a new generation of Americans--born in this century, tempered by war, disciplined by a hard and bitter peace, proud of our ancient heritage--and unwilling to witness or permit the slow undoing of those human rights to which this Nation has always been committed, and to which we are committed today at home and around the world.",JFK
,JFK
"Let every nation know, whether it wishes us well or ill, that we shall pay any price, bear any burden, meet any hardship, support any friend, oppose any foe, in order to assure the survival and the success of liberty.",JFK
,JFK
This much we pledge--and more.,JFK
,JFK
"To those old allies whose cultural and spiritual origins we share, we pledge the loyalty of faithful friends. United, there is little we cannot do in a host of cooperative ventures. Divided, there is little we can do--for we dare not meet a powerful challenge at odds and split asunder.",JFK
,JFK
"To those new States whom we welcome to the ranks of the free, we pledge our word that one form of colonial control shall not have passed away merely to be replaced by a far more iron tyranny. We shall not always expect to find them supporting our view. But we shall always hope to find them strongly supporting their own freedom--and to remember that, in the past, those who foolishly sought power by riding the back of the tiger ended up inside.",JFK
,JFK
"To those peoples in the huts and villages across the globe struggling to break the bonds of mass misery, we pledge our best efforts to help them help themselves, for whatever period is required--not because the Communists may be doing it, not because we seek their votes, but because it is right. If a free society cannot help the many who are poor, it cannot save the few who are rich.",JFK
,JFK
"To our sister republics south of our border, we offer a special pledge--to convert our good words into good deeds--in a new alliance for progress--to assist free men and free governments in casting off the chains of poverty. But this peaceful revolution of hope cannot become the prey of hostile powers. Let all our neighbors know that we shall join with them to oppose aggression or subversion anywhere in the Americas. And let every other power know that this Hemisphere intends to remain the master of its own house.",JFK
,JFK
"To that world assembly of sovereign states, the United Nations, our last best hope in an age where the instruments of war have far outpaced the instruments of peace, we renew our pledge of support--to prevent it from becoming merely a forum for invective--to strengthen its shield of the new and the weak--and to enlarge the area in which its writ may run.",JFK
,JFK
"Finally, to those nations who would make themselves our adversary, we offer not a pledge but a request: that both sides begin anew the quest for peace, before the dark powers of destruction unleashed by science engulf all humanity in planned or accidental self-destruction.",JFK
,JFK
We dare not tempt them with weakness. For only when our arms are sufficient beyond doubt can we be certain beyond doubt that they will never be employed.,JFK
,JFK
"But neither can two great and powerful groups of nations take comfort from our present course--both sides overburdened by the cost of modern weapons, both rightly alarmed by the steady spread of the deadly atom, yet both racing to alter that uncertain balance of terror that stays the hand of mankind's final war.",JFK
,JFK
"So let us begin anew--remembering on both sides that civility is not a sign of weakness, and sincerity is always subject to proof. Let us never negotiate out of fear. But let us never fear to negotiate.",JFK
,JFK
Let both sides explore what problems unite us instead of belaboring those problems which divide us.,JFK
,JFK
"Let both sides, for the first time, formulate serious and precise proposals for the inspection and control of arms--and bring the absolute power to destroy other nations under the absolute control of all nations.",JFK
,JFK
"Let both sides seek to invoke the wonders of science instead of its terrors. Together let us explore the stars, conquer the deserts, eradicate disease, tap the ocean depths, and encourage the arts and commerce.",JFK
,JFK
"Let both sides unite to heed in all corners of the earth the command of Isaiah--to ""undo the heavy burdens ... and to let the oppressed go free.""",JFK
,JFK
"And if a beachhead of cooperation may push back the jungle of suspicion, let both sides join in creating a new endeavor, not a new balance of power, but a new world of law, where the strong are just and the weak secure and the peace preserved.",JFK
,JFK
"All this will not be finished in the first 100 days. Nor will it be finished in the first 1,000 days, nor in the life of this Administration, nor even perhaps in our lifetime on this planet. But let us begin.",JFK
,JFK
"In your hands, my fellow citizens, more than in mine, will rest the final success or failure of our course. Since this country was founded, each generation of Americans has been summoned to give testimony to its national loyalty. The graves of young Americans who answered the call to service surround the globe.",JFK
,JFK
"Now the trumpet summons us again--not as a call to bear arms, though arms we need; not as a call to battle, though embattled we are--but a call to bear the burden of a long twilight struggle, year in and year out, ""rejoicing in hope, patient in tribulation""--a struggle against the common enemies of man: tyranny, poverty, disease, and war itself.",JFK
,JFK
"Can we forge against these enemies a grand and global alliance, North and South, East and West, that can assure a more fruitful life for all mankind? Will you join in that historic effort?",JFK
,JFK
"In the long history of the world, only a few generations have been granted the role of defending freedom in its hour of maximum danger. I do not shrink from this responsibility--I welcome it. I do not believe that any of us would exchange places with any other people or any other generation. The energy, the faith, the devotion which we bring to this endeavor will light our country and all who serve it--and the glow from that fire can truly light the world.",JFK
,JFK
"And so, my fellow Americans: ask not what your country can do for you--ask what you can do for your country.",JFK
,JFK
"My fellow citizens of the world: ask not what America will do for you, but what together we can do for the freedom of man.",JFK
"Finally, whether you are citizens of America or citizens of the world, ask of us the same high standards of strength and sacrifice which we ask of you. With a good conscience our only sure reward, with history the final judge of our deeds, let us go forth to lead the land we love, asking His blessing and His help, but knowing that here on earth God's work must truly be our own.",JFK
"Chief Justice Roberts, Vice President Harris, Speaker Pelosi, Leader Schumer, Leader McConnell, Vice President Pence, and my distinguished guests, my fellow Americans, this is America's day. This is democracy's day, a day of history and hope, of renewal and resolve. Through a crucible for the ages, America has been tested anew. And America has risen to the challenge. Today we celebrate the triumph, not of a candidate, but of a cause, the cause of democracy. The people, the will of the people, has been heard, and the will of the people has been heeded.",Biden
"We've learned again that democracy is precious. Democracy is fragile. And at this hour, my friends, democracy has prevailed. (Applause)",Biden
,Biden
"So now, on this hallowed ground, where just a few days ago violence sought to shake the Capitol's very foundation, we come together as one nation under God, indivisible, to carry out the peaceful transfer of power as we have for more than two centuries. As we look ahead in our uniquely American way, restless, bold, optimistic, and set our sights on the nation we know we can be and we must be.",Biden
,Biden
"I thank my predecessors of both parties for their presence here today. I thank them from the bottom of my heart. (applause) And I know -- (applause) And I know the resilience of our constitution and the strength, the strength of our nation, as does President Carter who I spoke with last night, who cannot be with us today, but whom we salute for his lifetime in service.",Biden
"I've just taken the sacred oath each of those patriots have taken. The oath first sworn by George Washington. But the American story depends not on any one of us, not on some of us, but on all of us, on we the people, who seek a more perfect union. This is a great nation. We are good people. And over the centuries, through storm and strife, in peace and in war, we've come so far, but we still have far to go.",Biden
,Biden
"We'll press forward with speed and urgency, for we have much to do in this winter of peril and significant possibilities. Much to repair, much to restore, much to heal, much to build, and much to gain. Few people in our nation's history have been more challenged or found a time more challenging or difficult than the time we're in now.",Biden
,Biden
"Once in a century virus that silently stalks the country. It's taken as many lives in one year as America lost in all of World War II. Millions of jobs have been lost, hundreds of thousands of",Biden
"businesses closed, a cry for racial justice some 400 years in the making moves us. The dream of justice for all will be deferred no longer. (Applause)",Biden
,Biden
"A cry for survival comes from planet itself. A cry that can't be any more desperate or any more clear, and now a rise of political extremism, white supremacy, domestic terrorism that we must confront and we will defeat. (Applause)",Biden
,Biden
"To overcome these challenges, to restore the soul and secure the future of America, requires so much more than words. It requires the most elusive of all things in a democracy, unity. Unity. In another January, on New Year's Day in 1863, Abraham Lincoln signed the emancipation proclamation. When he put pen to paper, the president said, and I quote, ""if my name ever goes down into history, it'll be for this act, and my whole soul is in it.""",Biden
,Biden
"""My whole soul is in it."" Today, on this January day, my whole soul is in this: bringing America together, uniting our people, uniting our nation. And I ask every American to join me in this cause. (Applause)",Biden
,Biden
"Uniting to fight the foes we face, anger, resentment and hatred, extremism, lawlessness, violence, disease, joblessness and hopelessness. With unity, we can do great things, important things.",Biden
,Biden
We can right wrongs. We can put people to work in good jobs. We can teach our children in safe schools. We can overcome the deadly virus. We can reward -- reward work and rebuild the middle class and make health care secure for all. We can deliver racial justice and we can make America once again the leading force for good in the world.,Biden
,Biden
"I know speaking of unity can sound to some like a foolish fantasy these days. I know that the forces that divide us are deep and they are real. But I also know they are not new. Our history has been a constant struggle between the American ideal that we all are created equal, and the harsh ugly reality that racism, nativism, fear, demonization have long torn us apart.",Biden
,Biden
"The battle is perennial, and victory is never assured. Through civil war, the great depression, World War, 9/11, through struggle, sacrifices, and setbacks, our better angels have always prevailed. In each of these moments, enough of us -- enough of us -- have come together to carry all of us forward, and we can do that now.",Biden
,Biden
"History, faith, and reason show the way, the way of unity. We can see each other, not as adversaries, but as neighbors. We can treat each other with dignity and respect. We can join forces, stop the shouting, and lower the temperature. For without unity, there is no peace, only bitterness and fury.",Biden
,Biden
"No progress, only exhausting outrage. No nation, only a state of chaos. This is our historic moment of crisis and challenge, and unity is the path forward. And we must meet this moment as the United States of America. If we do that, I guarantee you, we will not fail. We have never, ever, ever, ever failed in America when we've acted together.",Biden
,Biden
"And so today, at this time, in this place, let's start afresh, all of us. Let's begin to listen to one another again.",Biden
,Biden
"Hear one another. See one another. Show respect to one another. Politics doesn't have to be a raging fire, destroying everything in its path. Every disagreement doesn't have to be a cause for total war. And we must reject the culture in which facts themselves are manipulated, and even manufactured. (Applause)",Biden
,Biden
"My fellow Americans, we have to be different than this. America has to be better than this, and I believe America is so much better than this. Just look around. Here we stand, in the shadow of the Capitol dome, as it was mentioned earlier, completed amid the civil war, when the union itself was literally hanging in the balance. Yet, we endured. We prevailed.",Biden
,Biden
"Here we stand, looking out on the great mall where Dr. King spoke of his dream. Here we stand where, 108 years ago at another inaugural, thousands of protesters tried to block brave women marching for the right to vote. And today, we mark the swearing of the first woman in American history elected to national office, Vice President Kamala Harris.",Biden
,Biden
Don't tell me things can't change! (applause),Biden
,Biden
"Here we stand, across the Potomac, from Arlington Cemetary, where heroes who gave the last full measure of devotion, rest in eternal peace. And here we stand, just days after a riotous mob thought they could use violence to silence the will of the people, to stop the work of our democracy, to drive us from this sacred ground. It did not happen. It will never happen. Not today. Not tomorrow. Not ever.",Biden
,Biden
"Not ever. (Cheers and applause) To all those who supported our campaign, I'm humbled by the faith you've placed in us. To all of those who did not support us, let me say this. Hear me out as we move forward. Take a measure of me and my heart.",Biden
,Biden
"If you still disagree, so be it. That's democracy. That's America. The right to dissent peaceably. Within the guardrails of our republic, it's perhaps this nation's greatest strength. Yet hear me clearly, disagreement must not lead to disunion. And I pledge this to you, I will be a president for all Americans, all Americans. (Applause)",Biden
,Biden
"And I promise you, I will fight as hard for those who did not support me as for those who did. (Applause) Many centuries ago, St. Augustin, a saint in my church, wrote that a people was a multitude defined by the common objects of their love. Defined by the common objects of their love. What are the common objects we as Americans love, that define us as Americans?",Biden
,Biden
"I think we know. Opportunity, security, liberty, dignity, respect, honor and, yes, the truth. (Applause) The recent weeks and months have taught us a painful lesson. There is truth and there are lies, lies told for power and for profit.",Biden
,Biden
"And each of us has a duty and a responsibility as citizens, as Americans, and especially as leaders, leaders who have pledged to honor our Constitution and protect our nation, to defend the truth and defeat the lies. (Applause)",Biden
,Biden
"Look -- (Applause) -- I understand that many of my fellow Americans view the future with fear and trepidation. I understand they worry about their jobs. I understand like my dad, they lay in bed wondering, can I keep my health care, can I pay my mortgage. Thinking about their families, about what comes next. I promise you, I get it.",Biden
,Biden
"But the answer is not to turn inward, to retreat into competing factions, distrusting those who don't look like -- look like you or worship the way you do or don't get their news from the same source as you do. We must end this uncivil war that pits red against blue, rural versus -- rural versus urban, conservative versus liberal. We can do this if we open our souls instead of hardening our hearts.",Biden
,Biden
"If we show a little tolerance and humility, and if we are willing to stand in the other person's shoes -- as my mom would say -- just for a moment, stand in their shoes. Because here's the thing about life: there's no accounting for what fate will deal you.",Biden
,Biden
"Some days, when you need a hand. There are other days when we're called to lend a hand. That's how it has to be. That's what we do for one another.",Biden
,Biden
"And if we are this way, our country will be stronger, more prosperous, more ready for the future. And we can still disagree. My fellow Americans, in the work ahead of us, we're going to need each other. We need all our strength to preserve -- to persevere through this dark winter. We're entering what may be the toughest and deadliest period of the virus.",Biden
,Biden
